original_plate,repeated_plate,Name_original,Name_repeated,Mean_original,Std_original,Mean_repeated,Std_repeated,nad,folinic_acid,DNA,coa,peg,RBS,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter
plate_AL_2,plate_AL_6,P2,P2,1.0723,0.0566,0.7878,0.0473,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_2,plate_AL_7,P2,P2,1.0723,0.0566,0.895,0.0785,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_2,plate_AL_8,P2,P2,1.0723,0.0566,0.9066,0.0457,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_2,plate_AL_9,P2,P2,1.0723,0.0566,0.7122,0.0445,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_2,plate_AL_10,P2,P2,1.0723,0.0566,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_3,plate_AL_4,P2,P2,0.8836,0.2705,1.0299,0.1782,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_3,plate_AL_5,P2,P2,0.8836,0.2705,0.7334,0.2198,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_3,plate_AL_6,P2,P2,0.8836,0.2705,0.7878,0.0473,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_3,plate_AL_7,P2,P2,0.8836,0.2705,0.895,0.0785,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_3,plate_AL_8,P2,P2,0.8836,0.2705,0.9066,0.0457,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_3,plate_AL_9,P2,P2,0.8836,0.2705,0.7122,0.0445,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_3,plate_AL_10,P2,P2,0.8836,0.2705,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_4,plate_AL_5,P2,P2,1.0299,0.1782,0.7334,0.2198,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_4,plate_AL_6,P2,P2,1.0299,0.1782,0.7878,0.0473,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_4,plate_AL_7,P2,P2,1.0299,0.1782,0.895,0.0785,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_4,plate_AL_8,P2,P2,1.0299,0.1782,0.9066,0.0457,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_4,plate_AL_9,P2,P2,1.0299,0.1782,0.7122,0.0445,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_4,plate_AL_10,P2,P2,1.0299,0.1782,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_5,plate_AL_6,P2,P2,0.7334,0.2198,0.7878,0.0473,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_5,plate_AL_7,P2,P2,0.7334,0.2198,0.895,0.0785,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_5,plate_AL_8,P2,P2,0.7334,0.2198,0.9066,0.0457,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_5,plate_AL_9,P2,P2,0.7334,0.2198,0.7122,0.0445,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_5,plate_AL_10,P2,P2,0.7334,0.2198,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_6,plate_AL_7,P2,P2,0.7878,0.0473,0.895,0.0785,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_6,plate_AL_8,P2,P2,0.7878,0.0473,0.9066,0.0457,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_6,plate_AL_9,P2,P2,0.7878,0.0473,0.7122,0.0445,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_6,plate_AL_10,P2,P2,0.7878,0.0473,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_7,plate_AL_8,P2,P2,0.895,0.0785,0.9066,0.0457,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_7,plate_AL_9,P2,P2,0.895,0.0785,0.7122,0.0445,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_7,plate_AL_10,P2,P2,0.895,0.0785,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_8,plate_AL_9,P2,P2,0.9066,0.0457,0.7122,0.0445,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_8,plate_AL_10,P2,P2,0.9066,0.0457,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_9,plate_AL_10,P2,P2,0.7122,0.0445,0.6798,0.0516,0.165,0.034,50,0.026,2,10,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10
plate_AL_6,plate_AL_7,H19,M10,2.1504,0.1963,1.5581,0.0249,0.165,0.068,50,0.078,2,10,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10
plate_AL_6,plate_AL_7,M6,J7,1.9553,0.4199,1.6641,0.3532,0.033,0.068,50,0.078,2,10,1.5,0.1,9,0.45,0.06,4,50,0.075,80,10
plate_AL_3,plate_AL_4,O4,I19,1.1256,0.0695,1.1749,0.0332,0.099,0.0204,50,0.026,2,10,0.75,0.1,9,0.45,0.06,2,50,0.075,40,10
plate_AL_3,plate_AL_5,O7,F9,1.1702,0.0467,0.9895,0.1521,0.033,0.034,50,0.026,2,10,0.75,0.1,15,0.45,0.02,2,50,0.075,40,10
plate_AL_3,plate_AL_4,K22,F5,1.0837,0.0487,0.991,0.2344,0.099,0.034,50,0.026,2,10,0.75,0.3,15,0.15,0.1,1.2,50,0.075,40,10
plate_AL_3,plate_AL_4,G14,C7,1.0541,0.0585,1.0855,0.0916,0.033,0.0204,50,0.026,2,10,0.75,0.1,9,0.15,0.1,2,50,0.075,40,10
plate_AL_3,plate_AL_4,G13,C6,1.0691,0.0224,1.1724,0.0452,0.099,0.0068,50,0.026,2,10,0.75,0.1,9,0.15,0.1,2,50,0.075,40,10
plate_AL_3,plate_AL_4,E6,B5,1.2295,0.0446,1.275,0.0586,0.099,0.0068,50,0.026,2,10,0.75,0.3,15,0.15,0.02,1.2,50,0.075,40,10
plate_AL_2,plate_AL_3,A7,A7,0.1057,0.0245,0.1117,0.0142,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_4,A7,A7,0.1057,0.0245,0.0169,0.0369,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_5,A7,A7,0.1057,0.0245,0.0514,0.0115,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_6,A7,A7,0.1057,0.0245,0.021,0.0041,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_7,A7,A7,0.1057,0.0245,0.0477,0.0098,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_8,A7,A7,0.1057,0.0245,0.0382,0.0059,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_9,A7,A7,0.1057,0.0245,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_10,A7,A7,0.1057,0.0245,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_4,A7,A7,0.1117,0.0142,0.0169,0.0369,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_5,A7,A7,0.1117,0.0142,0.0514,0.0115,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_6,A7,A7,0.1117,0.0142,0.021,0.0041,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_7,A7,A7,0.1117,0.0142,0.0477,0.0098,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_8,A7,A7,0.1117,0.0142,0.0382,0.0059,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_9,A7,A7,0.1117,0.0142,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_10,A7,A7,0.1117,0.0142,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_5,A7,A7,0.0169,0.0369,0.0514,0.0115,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_6,A7,A7,0.0169,0.0369,0.021,0.0041,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_7,A7,A7,0.0169,0.0369,0.0477,0.0098,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_8,A7,A7,0.0169,0.0369,0.0382,0.0059,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_9,A7,A7,0.0169,0.0369,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_10,A7,A7,0.0169,0.0369,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_6,A7,A7,0.0514,0.0115,0.021,0.0041,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_7,A7,A7,0.0514,0.0115,0.0477,0.0098,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_8,A7,A7,0.0514,0.0115,0.0382,0.0059,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_9,A7,A7,0.0514,0.0115,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_10,A7,A7,0.0514,0.0115,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_7,A7,A7,0.021,0.0041,0.0477,0.0098,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_8,A7,A7,0.021,0.0041,0.0382,0.0059,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_9,A7,A7,0.021,0.0041,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_10,A7,A7,0.021,0.0041,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_7,plate_AL_8,A7,A7,0.0477,0.0098,0.0382,0.0059,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_7,plate_AL_9,A7,A7,0.0477,0.0098,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_7,plate_AL_10,A7,A7,0.0477,0.0098,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_8,plate_AL_9,A7,A7,0.0382,0.0059,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_8,plate_AL_10,A7,A7,0.0382,0.0059,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_9,plate_AL_10,A7,A7,0.0548,0.054,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_2,O16,A7,0.0563,0.0191,0.1057,0.0245,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_3,O16,A7,0.0563,0.0191,0.1117,0.0142,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_4,O16,A7,0.0563,0.0191,0.0169,0.0369,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_5,O16,A7,0.0563,0.0191,0.0514,0.0115,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_6,O16,A7,0.0563,0.0191,0.021,0.0041,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_7,O16,A7,0.0563,0.0191,0.0477,0.0098,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_8,O16,A7,0.0563,0.0191,0.0382,0.0059,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_9,O16,A7,0.0563,0.0191,0.0548,0.054,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_1,plate_AL_10,O16,A7,0.0563,0.0191,0.0263,0.0026,0.33,0.068,50,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_3,A6,A6,0,0.0239,0,0.0151,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_4,A6,A6,0,0.0239,0,0.0234,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_5,A6,A6,0,0.0239,0,0.0037,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_6,A6,A6,0,0.0239,0,0.0118,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_7,A6,A6,0,0.0239,0,0.0054,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_8,A6,A6,0,0.0239,0,0.0026,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_9,A6,A6,0,0.0239,0,0.0015,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_10,A6,A6,0,0.0239,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_4,A6,A6,0,0.0151,0,0.0234,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_5,A6,A6,0,0.0151,0,0.0037,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_6,A6,A6,0,0.0151,0,0.0118,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_7,A6,A6,0,0.0151,0,0.0054,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_8,A6,A6,0,0.0151,0,0.0026,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_9,A6,A6,0,0.0151,0,0.0015,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_3,plate_AL_10,A6,A6,0,0.0151,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_5,A6,A6,0,0.0234,0,0.0037,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_6,A6,A6,0,0.0234,0,0.0118,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_7,A6,A6,0,0.0234,0,0.0054,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_8,A6,A6,0,0.0234,0,0.0026,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_9,A6,A6,0,0.0234,0,0.0015,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_4,plate_AL_10,A6,A6,0,0.0234,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_6,A6,A6,0,0.0037,0,0.0118,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_7,A6,A6,0,0.0037,0,0.0054,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_8,A6,A6,0,0.0037,0,0.0026,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_9,A6,A6,0,0.0037,0,0.0015,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_5,plate_AL_10,A6,A6,0,0.0037,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_7,A6,A6,0,0.0118,0,0.0054,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_8,A6,A6,0,0.0118,0,0.0026,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_9,A6,A6,0,0.0118,0,0.0015,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_6,plate_AL_10,A6,A6,0,0.0118,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_7,plate_AL_8,A6,A6,0,0.0054,0,0.0026,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_7,plate_AL_9,A6,A6,0,0.0054,0,0.0015,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_7,plate_AL_10,A6,A6,0,0.0054,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_8,plate_AL_9,A6,A6,0,0.0026,0,0.0015,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_8,plate_AL_10,A6,A6,0,0.0026,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_9,plate_AL_10,A6,A6,0,0.0015,0,0.0069,0.33,0.068,0,0.26,2,10,1.5,1,30,1.5,0.2,4,50,0.75,80,10
plate_AL_2,plate_AL_3,A5,A5,0.2532,0.019,0.2245,0.0111,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_2,plate_AL_4,A5,A5,0.2532,0.019,0.2446,0.0148,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_2,plate_AL_5,A5,A5,0.2532,0.019,0.1542,0.0073,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_2,plate_AL_6,A5,A5,0.2532,0.019,0.0993,0.0167,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_2,plate_AL_7,A5,A5,0.2532,0.019,0.1825,0.0219,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_2,plate_AL_8,A5,A5,0.2532,0.019,0.1872,0.022,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_2,plate_AL_9,A5,A5,0.2532,0.019,0.134,0.037,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_2,plate_AL_10,A5,A5,0.2532,0.019,0.1103,0.0033,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_3,plate_AL_4,A5,A5,0.2245,0.0111,0.2446,0.0148,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_3,plate_AL_5,A5,A5,0.2245,0.0111,0.1542,0.0073,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_3,plate_AL_6,A5,A5,0.2245,0.0111,0.0993,0.0167,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_3,plate_AL_7,A5,A5,0.2245,0.0111,0.1825,0.0219,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_3,plate_AL_8,A5,A5,0.2245,0.0111,0.1872,0.022,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_3,plate_AL_9,A5,A5,0.2245,0.0111,0.134,0.037,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_3,plate_AL_10,A5,A5,0.2245,0.0111,0.1103,0.0033,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_4,plate_AL_5,A5,A5,0.2446,0.0148,0.1542,0.0073,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_4,plate_AL_6,A5,A5,0.2446,0.0148,0.0993,0.0167,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_4,plate_AL_7,A5,A5,0.2446,0.0148,0.1825,0.0219,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_4,plate_AL_8,A5,A5,0.2446,0.0148,0.1872,0.022,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_4,plate_AL_9,A5,A5,0.2446,0.0148,0.134,0.037,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_4,plate_AL_10,A5,A5,0.2446,0.0148,0.1103,0.0033,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_5,plate_AL_6,A5,A5,0.1542,0.0073,0.0993,0.0167,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_5,plate_AL_7,A5,A5,0.1542,0.0073,0.1825,0.0219,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
plate_AL_5,plate_AL_8,A5,A5,0.1542,0.0073,0.1872,0.022,0.033,0.0204,50,0.078,2,10,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10
